Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
LA CANCI�,OASIS,J Balvin,6/28/2019,USUM71911618,570,63.8,"1,706,325,903","149,957","78,600,154",79,"1,527,773,578","6,954,777","51,934","21,045,881","143,346,183","334,064,909",157,"19,418",24,118,"3,592,823",39,"150,953,996","62,582",,"3,149,000",,0
In My Mind,In My Mind,Dynoro,11/15/2017,QZ22B1859046,567,63.8,"1,432,473,324","235,239","70,280,564",74,"1,652,679,786","14,105,895","973,173","34,950,153","481,312,317","476,314,802",182,"112,709",,146,"2,190,340",42,"138,789,970","54,653",,"17,057,505",,0
Chandelier,Todo Exitos 2014 (Los N��mero 1 Del A,Sia,1/1/2014,USRC11400498,569,63.8,"1,729,264,620","171,065","77,207,881",75,"3,137,616,905","17,150,946","369,612","124,140,769","1,176,707,701","1,774,014,030",216,"244,316",257,151,"1,369,282",70,"409,374,508","528,134",,"19,192,527",,0
Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),benny blanco,7/12/2018,USUM71809132,571,63.7,"1,736,530,084","174,867","50,426,363",73,"885,823,017","4,489,619","133,341","12,574,029","116,720,227","698,890,380",173,"315,236",198,51,"518,961",51,"438,743,234","136,245","32,640,916","8,681,998",,0
Godzilla (feat. Juice WRLD),Music To Be Murdered By,Eminem,1/17/2020,USUM72000788,572,63.7,"1,456,635,235","241,715","56,568,076",78,"657,464,189","10,293,443","162,256","37,734,089","310,162,794","280,494,505",76,"1,087",110,61,"502,301",26,"151,276,536","248,709",,"3,056,826",,1
All About That Bass,Los N��meros 1 De 40 (El Disco De Los ��,Meghan Trainor,1/1/2014,USSM11401317,573,63.6,"815,661,095","92,401","43,164,406",70,"2,725,121,387","10,672,692","423,87","58,123,781","620,379,145","649,286,436",130,"45,01",399,93,"464,181",43,"514,035,113","1,813,173",,"16,984,011",,1
"Besharam Rang (From ""Pathaan"")","Besharam Rang (From ""Pathaan"")",Vishal-Shekhar,12/12/2022,INY092200126,574,63.5,"218,291,402","10,974","8,344,652",66,"687,030,830","4,823,376",473,"26,417,464","568,124,616","1,434,494",27,"2,038",,1,"1,097",11,"733,552",292,,"267,47",,0
MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),Lil Mabu,10/17/2023,QZVEM2364808,575,63.4,"64,754,747","15,452","1,964,606",,"45,962,989","688,17","1,419,200","159,289,734","1,354,562,740","266,843,018",2,152,78,,,12,"2,014,641","6,101","2,726,854","375,743",,1
Cheques,Still Rollin,Shubh,5/19/2023,QM6P42332212,576,63.4,"276,505,971","18,698","9,458,603",73,"356,244,269","3,597,189","546,123","13,229,231","193,157,167","596,803",20,,,,,22,"54,106",66,"2,225,764","509,69",,0
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Riton,1/15/2021,GBCEN2000163,577,63.3,"979,440,925","257,132","93,789,915",72,"43,045,405","285,558","419,4","21,243,042","269,812,694","88,241",286,"238,633",,159,"4,203,809",46,"21,699,241","18,631","6,709,391","8,389,740",,0
VAGABUNDO,VAGABUNDO,Sebastian Yatra,5/12/2023,USUM72305982,578,63.3,"337,650,898","44,292","44,021,764",75,"226,249,916","862,952","241,103","34,797,656","505,139,679","186,376,381",59,"66,673",67,47,"2,145,616",65,"5,524,025",774,"26,325","1,434,689",,0
Cheap Thrills,Cheap Thrills,Sia,12/17/2015,USRC11502935,580,63.2,"1,779,046,979","161,84","45,579,916",70,"2,306,432,379","13,236,478","836,539","56,823,958","925,857,941","1,534,392,666",196,"10,434",236,87,"283,297",90,"607,967,991","285,233",,"28,940,990",,0
Yummy,Yummy,Justin Bieber,1/3/2020,USUM71923046,579,63.2,"792,379,282","96,177","23,338,709",62,"887,226,751","13,188,871","4,410,189","173,359,563","2,580,705,782","603,698,593",171,"157,316",169,381,"1,239,061",30,"45,686,998","177,469",,"3,298,698",,0
On My Mama,On My Mama,Victoria Mon�,6/16/2023,USRC12204025,582,63.1,"119,798,692","16,874","43,909,927",65,"57,621,851","673,949","52,478","14,376,748","138,101,105","286,698,611",55,"306,628",382,39,"8,198,464",78,"17,556,177","11,35","2,797,592","1,507,722",,1
Wishing Well,Legends Never Die,Juice WRLD,7/10/2020,USUG12001905,583,63.1,"901,486,450","157,381","25,837,638",71,"419,337,114","4,349,040","491,431","53,221,207","482,804,184","19,920,776",30,"22,361",23,36,"101,369",15,"58,369,856","96,691","64,831,833","1,303,125",,1
Jale 2 (feat. Vinay Yadav & Neha Shukla),Jale 2 (feat. Vinay Yadav & Neha Shukla),Shiva Choudhary,10/26/2023,ZA41S2304411,581,63.1,,3,710,,"355,029,539","2,185,177",,,,"880,969,649",,,,,,,,,,16,,0
Too Good At Goodbyes,Too Good At Goodbyes,Sam Smith,9/8/2017,GBUM71704089,584,62.9,"2,061,017,397","157,801","71,564,108",78,"1,988,375,859","11,184,649","742,139","16,133,167","118,957,400","1,820,962,866",174,"43,816",30,110,"945,336",41,"323,918,078","170,501",,"8,024,678",,0
SPECIALZ,SPECIALZ,King Gnu,9/1/2023,JPU902303303,585,62.8,"178,413,226","22,972","6,194,085",78,"270,988,549","1,664,863","174,3","88,806,278","729,015,072","514,087,095",20,600,,5,"29,367",8,,,,,,0
Ta Ta Ta,Bayanni,Bayanni,8/24/2022,NGA3B2219002,586,62.8,"85,207,310","31,737","2,778,661",62,"59,927,668","420,475","4,914,172","92,105,584","1,493,815,667","4,900,911",18,"5,714",8,7,"248,283",,"826,75",641,"3,124,827","2,121,596",,1
Un Finde | CROSSOVER #2,Un Finde | CROSSOVER #2,Big One,4/4/2023,ARP7V2300002,588,62.6,"361,219,290","34,991","12,554,230",72,"319,150,330","1,101,883","710,9","63,611,915","947,077,415","329,133,682",13,"17,927",,21,"5,312,674",13,,,,"654,35",,0
There's Nothing Holdin' Me Back,Illuminate,Shawn Mendes,9/23/2016,USUM71702833,589,62.6,"2,043,626,431","185,796","81,455,782",80,"1,683,710,842","12,626,585","2,310,405","82,394,327","544,400,947","1,720,678,088",190,"314,017",546,293,"2,290,114",55,"284,424,039","97,441",,"14,902,121",,0
Gulabi Sadi,Gulabi Sadi,Sanju Rathod,2/6/2024,FR2X42446102,587,62.6,"34,996,527",983,"2,100,536",69,"170,115,238","1,923,890","2,046","5,503","87,9","152,304,022",1,,,,,,,,,"170,779",,0
Breaking Me,Breaking Me (feat. A7S),Topic,12/19/2019,DEUM71906724,590,62.5,"1,128,612,961","184,002","50,489,973",69,"473,684,535","3,364,098","564,408","46,664,008","602,190,373","67,356,913",267,"402,599",112,133,"2,501,793",33,"105,347,004","27,039","13,322,793","15,373,934",,0
The 5th Letter,Underhanded,Hollywood Dots The Oncelor,10/28/2022,QZANY1700215,591,62.4,,,,,"928,039,252","1,154,421",,,,,,2,,,,,,,,,,1
Belong Together,Belong Together - Single,Mark Ambor,2/16/2024,QM24S2400638,592,62.4,"233,969,547","19,001","153,692,182",87,"15,918,146","259,139",,"569,975","7,383,118","71,148,977",84,,292,59,"30,602,918",76,"2,985,129","2,037","977,217","1,139,490",,0
Shake It Off,1989 (Deluxe),Taylor Swift,1/1/2014,USCJY1431349,593,62.3,"1,409,692,678","162,649","73,697,294",74,"3,622,416,832","14,917,829","322,329","269,428,239","2,080,409,767","1,595,433,972",301,"45,933",520,115,"2,264,405",81,"131,156,870","751,459",,"10,197,326",,0
LOVELY BASTARDS,LOVELY BASTARDS,ZWE1HVNDXR,8/25/2023,QZPLS2390181,594,62.2,"224,798,632","37,906","25,613,376",,"96,276,929","1,777,074","781,267","222,202,542","2,266,242,364","21,726,048",3,1,,,,8,"685,072","3,203",,"1,340,592",,1
La Curiosidad,Platonicos,Jay Wheeler,6/12/2020,USUYG1313832,595,62.1,"1,099,019,265","107,383","57,705,968",78,"1,230,683,305","4,830,196","632,899","113,529,720","973,281,040","123,499,549",104,"31,013",38,23,"1,915,136",35,"63,698,595","14,45",,"1,948,311",,0
EL MAKINON,EL MAKINON,KAROL G,3/24/2021,USUM72023904,596,62,"574,357,002","69,491","28,426,363",69,"1,180,418,876","5,566,219",487,"56,713,955","627,030,538","594,246,368",91,"32,815",32,41,"2,363,366",40,"56,426,614","11,335",,"1,161,001",,0
In The Stars,In The Stars,Benson Boone,4/29/2022,USWB12201574,597,61.9,"725,214,939","107,667","48,040,727",74,"204,956,968","2,396,003","626,129","233,812,388","2,046,007,902","2,723,304,479",48,"98,191",47,19,"576,576",14,"10,018,684","12,905","6,084,222","3,629,083",,0
Shirt,Shirt,SZA,10/28/2022,USRC12203632,598,61.9,"469,322,271","68,997","24,096,906",73,"77,831,118","981,474","50,996","44,266,733","419,727,783","61,197,280",64,"278,696","1,15",26,"787,665",43,"52,365,635","13,823","5,859,226","1,516,065",,1
Tiryakinim,Tiryakinim,Bayhan,4/18/2024,QZK6N2415960,599,61.8,"34,304,595","1,805","4,615,455",71,"65,487,083","469,277",,,,"2,606,582",6,523,,1,"1,566,667",,,,,"163,672",,0
We Don't Trust You,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402040,600,61.7,"68,542,565","13,345","6,655,318",,"17,365,209","248,471",,,,"381,728",12,608,,13,"190,012",,"1,266,024","1,564","3,064,995","194,097",,1
T��,T��,DENNIS,5/4/2023,BRSME2300692,601,61.7,"333,339,751","41,237","24,980,357",69,"164,941,550","1,130,932","1,253,933","124,997,599","1,585,272,275","158,095,067",44,"6,589",135,67,"3,132,886",11,"183,192",334,,"1,174,062",,0
C���t ����,C���t ����,T��ng Duy ,9/28/2023,QZYHM2362070,602,61.6,"6,921,900","1,554","91,085",,"119,888,947","390,939","1,800,000","18,029,920","497,979,360","2,119,803",1,5,,,,,,,,"33,933",,0
Call Out My Name,"My Dear Melancholy,",The Weeknd,3/29/2018,USUG11800560,603,61.6,"1,780,889,877","229,909","75,001,452",79,"1,366,385,062","10,766,000","284,554","89,244,170","742,902,070","288,311,308",121,"3,403",4,62,"333,884",29,"173,195,736","97,371","16,332,502","8,331,752",,0
Lose Control,Get To Know,MEDUZA,9/27/2019,DEUM71905792,604,61.6,"932,911,098","180,309","53,903,360",66,"412,062,322","4,053,612","5,201,086","487,782,696","5,676,756,004","99,396,759",265,"223,012",274,305,"2,019,465",23,"48,014,603","11,561",,"8,835,435",,0
THE GREATEST,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401992,606,61.5,"74,533,081","4,192","13,299,713",84,"4,455,957","101,176",166,,,"934,654",60,408,1,8,"208,876",17,"183,715",381,"763,697","62,349",,0
X - Remix,X (Remix),Nicky Jam,6/19/2018,USSD11800257,605,61.5,"341,040,837","36,912","15,902,955",60,"2,922,815,312","10,451,653","16,1","3,472,949","24,802,266","234,524,144",23,"5,85",,19,"112,905",,"95,517,258","14,891",,"727,415",,0
223's (feat. 9lokknine),223's (feat. 9lokknine),YNW Melly,8/9/2019,QMCE31902418,609,61.4,"484,542,375","97,431","11,914,330",64,"164,470,388","1,490,017","6,584,665","105,210,640","999,433,711","15,442,781",13,434,,5,"31,55",,"44,167,227","99,074","82,438,907","1,457,720",,1
Saami Saami,"Saami Saami (From ""Pushpa - The Rise Part - 01"") - Single",Mounika Yadav,10/28/2021,INA092117769,608,61.4,"43,286,859","3,192","1,364,915",49,"1,427,016,787","19,325,402",,,,"68,869,266",4,"1,275",,,,7,,,,"69,519",,0
��chame La Culpa,��chame La Culpa,Luis Fonsi,11/17/2017,USUM71712163,607,61.4,"935,042,457","92,728","21,057,073",68,"2,463,300,079","11,133,796","1,121,206","13,550,452","139,512,356","391,129,325",92,"81,252",,76,"175,283",36,"113,179,212","41,836",,"8,719,140",,0
Mask Off,EPIC AF,Future,1/1/2017,USSM11701444,614,61.3,"1,596,770,801","281,838","66,110,271",77,"1,296,329,209","14,241,982","1,693,184","235,882,300","2,521,784,913","193,985,669",220,51,40,68,"544,177",39,"358,165,536","365,569",,"11,357,103",,1
BON,No.O -ring-,Number_i,5/27/2024,JPY932300068,613,61.3,"7,269,751",133,"4,401,335",70,"27,108,087","190,541",,,,,13,136,,,,4,,,,"24,786",,0
Before You Go,Divinely Uninspired To a Hellish Extent (Extended Edition),Lewis Capaldi,5/17/2019,DEUM71905868,611,61.3,"1,920,784,716","211,573","106,250,249",77,"814,045,992","8,072,383","912,147","104,538,556","1,042,158,771","614,489,930",203,"1,048",68,62,"378,234",33,"198,714,579","117,124",,"12,280,979",,0
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,9/16/2021,US23A1540104,610,61.3,"428,189,728","95,507","22,395,876",67,"84,966,187","868,089","5,406,735","1,021,159,104","11,653,604,916","98,142,716",100,"22,558",122,24,"101,103",33,"6,960,206","6,18",,"5,024,951",,1
Young Metro,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402034,612,61.3,"69,705,399","13,782","24,255,616",,"11,537,917","283,398",,,,"1,656,679",7,188,,3,"55,789",,"3,222,983",780,"3,305,938","189,143",,1
You Raise Me Up,Closer (20th Anniversary Deluxe Edition),Josh Groban,11/17/2023,USRE12300484,618,61.2,"124,486,631",18,152,,,,,,,,,,,,,,"125,334,138","192,98",,,,0
Queencard,I feel,(G)I-DLE,5/15/2023,KRA392300001,616,61.2,"289,304,213","25,925","7,047,731",72,"336,281,559","3,407,011","404,6","257,833,478","1,992,738,757","572,838,570",33,"4,473",,5,"25,127",38,"786,642","3,077","1,151,435","689,921",,0
"Maroon Color Sadiya (From ""Fasal"")","Maroon Color Sadiya (From ""Fasal"") - Single",Kalpana,3/12/2024,INW132418021,617,61.2,"10,371,919",142,"221,118",,"130,361,314","1,078,319",,,,,,,,,,,,,,"15,509",,0
RAPSTAR,RAPSTAR,Polo G,4/9/2021,USSM12101640,615,61.2,"923,823,292","218,155","31,818,910",72,"300,905,049","3,235,053","147,432","71,450,602","619,442,138","275,110,787",143,"128,393",554,28,"283,344",49,"51,760,583","51,356",,"2,180,167",,1
Say Yes To Heaven,Say Yes To Heaven (sim0ne & Melo Nada Remix),Lana Del Rey,3/17/2023,GBUM72304301,620,61.1,"513,353,284","73,253","71,366,345",80,"91,324,061","1,419,414","42,282","19,858,700","152,008,937","225,04",70,"30,184",20,39,"830,621",41,"22,345,351","3,483","3,794,067","3,754,332",,0
Building Blocks,Darkly,Falls,7/15/2022,QZN882241742,619,61.1,,1,4,,"1,067,013,260","2,057,980",,,,,,,,,,,,,,,,0
Maan Meri Jaan,Champagne Talk,King,10/12/2022,INW272200083,621,61,"467,454,503","25,221","7,852,722",71,"627,711,778","7,180,269",622,"11,756,945","189,880,241","506,446",18,921,,1,"1,097",9,"3,33",,,"397,715",,0
Best Friend (feat. Doja Cat),Best Friend (feat. Doja Cat),Saweetie,1/7/2021,USWB12004547,622,61,"571,532,926","95,775","30,817,811",66,"480,128,955","4,921,945","2,150,682","255,722,462","2,362,426,981","36,411,816",143,"202,966",921,50,"237,821",48,"145,038,061","82,633",,"2,977,469",,1
GAT��,GAT��,KAROL G,8/26/2022,USUM72216070,623,61,"427,247,328","42,444","22,820,163",66,"547,409,394","3,332,851","333,197","26,378,245","275,273,861","708,455,030",38,"41,88",104,24,"6,138,492",41,"51,711,477","9,193",,"1,177,588",,0
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2/23/2017,USWB11700237,624,61,"1,116,304,877","120,975","28,691,304",66,"2,024,330,020","12,350,722","5,384,329","108,811,158","816,827,324","618,637,192",5,1,,58,"265,507",11,"104,822,007","105,778","24,296,452",,,1
Te Bot�� - R,Flow La Movie Remixes,Nio Garcia,1/1/2017,QM4TW1811888,625,60.9,"1,176,693,861","132,271","43,704,712",69,"2,570,135,916","11,563,688","749,7","18,965,802","254,943,718","304,845,333",84,"18,925",50,51,"1,787,985",,"252,140,479","178,669",,"8,825,164",,1
SICKO MODE,ASTROWORLD,Travis Scott,8/3/2018,USSM11806660,626,60.9,"2,134,271,997","330,314","97,027,433",77,"271,517,371","2,036,075","1,159,868","262,664,925","2,562,546,341","8,49",286,"79,741",107,70,"834,774",115,"307,942,023","300,265",,"10,345,810",,1
act ii: date @ 8 (remix),act ii: date @ 8 (feat. Drake) [remix],4batz,3/8/2024,USLD91756695,627,60.8,"89,787,741","16,536","54,361,056",,,,,,,,49,"36,85",,34,"1,475,723",44,"6,065,308","1,556",,"585,899",,1
Barbie World (with Aqua) [From Barbie The Album],Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,6/23/2023,USAT22306213,630,60.6,"470,659,154","53,386","35,912,569",71,"143,805,714","2,019,310","307,562","119,653,263","1,220,529,181","581,626,428",68,4,"1,012",31,"494,407",35,,,,"1,637,333",,1
The Kind of Love We Make,The Kind of Love We Make,Luke Combs,6/17/2022,US6XF2200076,628,60.6,"470,340,261","68,177","14,091,711",75,"123,212,252","623,104","72,219","39,713,127","395,041,727","513,736,581",45,"321,811",106,7,"141,841",25,"175,596,345","25,175","697,439","1,452,588",,0
Europapa,Europapa,Joost,2/29/2024,NL4TG2400001,629,60.6,"111,170,278","12,493","25,123,151",81,"50,014,053","797,138","91,2","3,125,018","34,861,500","4,715,872",27,"9,467",41,34,"1,098,059",12,"17,776",114,,"178,197",,0
OMG,NewJeans 'OMG',NewJeans,1/2/2023,USA2P2251723,632,60.5,"675,591,495","53,019","18,823,180",75,"296,668,872","3,652,203","566,75","299,538,483","2,441,354,214","228,437,645",43,"13,66",25,10,"209,526",45,"1,244,038","2,134","2,311,794","702,234",,0
Baila,Baila,Karl Wine,7/31/2020,TCAFA2047032,631,60.5,"2,947,162","2,732","204,717",,"12,422,083","154,802","14,006,256","151,549,836","1,846,083,524",,,,,,,,,,,"1,322,093",,0
PUNTO 40,PUNTO 40 - Single,Rauw Alejandro,9/22/2022,USSD12200965,635,60.4,"396,549,329","56,179","20,926,929",67,"185,441,424","1,023,796","2,400,609","377,165,558","5,233,247,603","19,049,338",43,"36,151",174,23,"368,136",46,"20,524,547","4,585",,"1,071,446",,1
In The Name Of Love,Pacha 2017,Martin Garrix,10/23/2015,NLM5S1600003,637,60.4,"1,452,194,416","164,935","69,180,262",75,"1,487,688,794","13,819,002","3,910,130","133,502,443","1,030,123,230","362,287,135",154,"25,846",146,96,"1,089,039",33,"301,519,647","172,846","90,192,637","8,395,318",,0
Shorty Party,Shorty Party,Cartel De Santa,3/4/2023,MX3602300010,633,60.4,"323,657,766","28,785","11,052,463",69,"373,726,087","2,491,193","416,201","53,038,445","623,071,891","304,414,240",9,"2,712",1,3,"1,108,265",7,"13,592,777","11,376",,"2,690,874",,1
Drama,Drama - The 4th Mini Album,aespa,11/10/2023,KRA302300350,634,60.4,"198,043,685","11,991","12,559,068",78,"203,832,651","2,922,155","43,265","64,109,374","442,468,610","1,241,723,341",26,"2,805",7,6,"573,116",24,"306,346",786,"829,911","261,344",,0
Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),Joel Corry,7/3/2020,UK4ZF2000305,636,60.4,"1,196,521,179","190,615","90,132,900",74,"362,915,972","1,650,951","434,33","24,163,311","269,796,885","181,591,757",383,"411,715",498,216,"3,455,476",65,"58,649,277","12,515",,"8,953,467",,0
Callaita,Callaita,Bad Bunny,5/31/2019,QM6N21919851,638,60,"1,448,173,030","156,477","70,813,159",70,"1,341,625,876","6,392,667","625,362","38,376,453","354,361,373","319,055,884",145,"21,249",58,58,"3,650,942",26,"177,618,696","48,208",,"3,026,321",,1
How Do I Say Goodbye,How Do I Say Goodbye,Dean Lewis,8/5/2022,AUUM72200172,639,59.9,"459,712,644","86,82","35,269,550",69,"116,599,191","1,422,757","189,9","92,382,361","749,847,975","553,126,618",57,"206,21",428,21,"85,862",22,"59,479,060","16,184","5,160,877","2,330,861",,0
One Step Closer,Papercuts,Linkin Park,4/12/2024,USWB11201316,640,59.8,"687,919,107",91,"485,893",,,,,,,,,,,,,1,,,,,,0
ULTRA SOLO,ULTRA SOLO,Polim�� Westc,2/14/2022,CLPP22200004,642,59.7,"360,068,693","58,995","18,998,905",64,"149,041,400","1,103,249","4,984,600","450,591,101","4,865,262,796",,35,"18,457",,19,"138,088",19,"55,318",706,,"1,212,308",,0
Hundred Miles (Sped Up Version),Hundred Miles (Sped Up Version) [feat. Gabriela Richardson] - Single,Yall,2/3/2023,ES7002364101,641,59.7,"16,264,949","4,532","1,638,498",48,"2,287,199","35,193","4,771,500","156,817,500","1,820,623,806",,2,,,,,,"26,64",307,,"235,92",,0
SNAP,SNAP,Rosa Linn,3/19/2022,USSM12207342,643,59.7,"1,039,482,815","99,333","60,341,587",79,"14,074,005","277,824","20,083","254,036","6,824,133",,133,"366,151",661,75,"2,521,874",39,,,"3,569,232","9,224,184",,0
Lambiyan Raataan,Lambiyan Raataan - Single,Jubin Nautiyal,8/27/2021,QZ93L2125871,644,59.6,"53,437",4,16,,"1,498,796,051","11,372,639",580,"73,176","950,474","251,850,858",,,,,,,,,,,,0
Gangnam Style (������,Hits For Kids 29,PSY,1/1/2012,USUM71210283,647,59.6,"477,162,323","103,211","28,183,533",67,"5,849,588,091","31,460,015","146,609","64,279,161","578,660,460","288,553,687",93,"13,151",77,50,"208,246",21,,,,"7,977,546",,0
Criminal,Criminal,NATTI NATASHA,8/18/2017,USB271700112,648,59.6,"889,098,343","84,086","32,287,923",69,"2,707,034,440","9,483,547","425,4","28,701,107","312,894,649","278,049,333",58,"15,053",88,39,"482,047",59,"190,129,072","63,576",,"3,803,337",,0
Chantaje,Chantaje,Shakira,1/1/2016,USSD11600299,646,59.6,"1,006,124,005","96,248","34,837,159",72,"3,290,132,416","13,447,183","122,464","27,711,123","270,324,375","263,463,888",114,"20,842",74,91,"871,678",49,"215,160,586","143,4",,"7,404,696",,0
Laugh Now Cry Later (feat. Lil Durk),Laugh Now Cry Later (feat. Lil Durk),Drake,8/14/2020,USUG12001748,645,59.6,"962,634,706","222,576","40,254,416",69,"645,367,972","5,525,087","59,816","28,688,641","232,612,189","200,715,765",170,"1,83",49,71,"208,959",29,"111,165,919","54,849",,"2,255,595",,1
